ResSitesID,Location,Station.Number,Date,Survey.Month,DayNight,BoaterID,NetterID,Tide.Stage,Time.Start,Time.Stop,Temp,Secchi,Conductivity,Turbidity,Channel.Type,Transport,Sample.Area,Start.Flow,Stop.Flow,Channel.Flow,Depth,Number.Snag,Light,Wind.Speed,Veg.Type,Bank.Type,RIPAR.BUSH,RIPAR.TREE,RIPAR.CANE,Volts,Amps,X..of.Range,Pulse.Width,Electrical.Config,Shock.Time,Shock.Distance,Difficulty,Total.Fish.Caught,Total.Species,Comments
516,NA,S42611,2001-08-09,NA,Day,12,99,flood,1999-12-30,1999-12-30,24.6,60,586,NA,2,yes,1,0.01,0.05,0.55,3,NA,42000,5,1,1,0,0,0,500,6,40,60,1,524,320,3,35,5,"Start: N 37 52.878, W 121 34.529 Finish: N 37 52.708, W 121 34.640"
517,NA,E05261,2001-08-10,NA,Day,12,99,flood,1999-12-30,1999-12-30,23.8,74,557,NA,4,no,1,0,0,0.02,4,1,75000,10,6,1,0,0,0,500,6,40,60,1,788,500,3,134,10,"Start: N 37 59.908, W 121 29.342 Finish: N 38 00.115, W 121 29.147"
518,NA,W13942,2001-08-14,NA,Day,11,12,flood,1999-12-30,1999-12-30,20,37,5410,NA,3,no,4,0,0.06,0.23,2,NA,83500,20,4,2,0,0,0,500,6,20,60,1,899,500,5,2,1,"Start: N 38 04.561, W 121 50.507 Finish: N 38 04.432, W 121 50.227"
519,NA,E39752,2001-08-15,NA,Day,18,12,flood,1999-12-30,1999-12-30,24,46,175,NA,4,no,1,0,0.01,0.02,2,25,72200,5,5,2,2,2,0,500,6,57,60,1,829,500,2,364,13,"Start: N 38 12.252, W 121 26.242  Finish: N 38 12.253, W 121 25.897"
520,NA,S58231,2001-08-16,NA,Day,12,18,ebb,1999-12-30,1999-12-30,25.1,33,388,NA,6,no,1,0,0,0.02,2,5,101900,5,3,1,0,0,0,500,6,35,60,1,453,430,2,94,7,"Start: N 37 50.900, W 121 32.426 Finish: N 37 50.741, W 121 32.243"
521,NA,C43662,2001-08-21,NA,Day,12,18,ebb,1999-12-30,1999-12-30,22.9,97,759,NA,2,yes,4,0,0,0.19,3,4,20500,15,6,2,0,0,0,500,6,20,60,1,964,500,3,66,9,"Start: N 38 01.804, W 121 34.235  Finish: N 38 01.884, W 121 34.045"
522,NA,S52011,2001-08-22,NA,Day,18,12,flood,1999-12-30,1999-12-30,21.7,55,407,NA,2,no,1,0.03,0,0.18,3,1,55400,25,1,1,0,0,0,500,6,33,60,1,484,260,3,31,7,"Start: N 37 49.866, W 121 33.194 Finish: N 37 49.839, W 121 33.097"
523,NA,S52032,2001-08-22,NA,Day,18,12,flood,1999-12-30,1999-12-30,21.7,55,407,NA,2,no,1,0.03,0,0.18,2,NA,55400,25,3,2,0,0,0,500,6,33,60,1,447,240,4,46,5,"Start: N 37 49.839, W 121 33.097  Finish: N 37 49.941, W 121 33.006"
524,NA,C29011,2001-08-23,NA,Day,11,12,ebb,1999-12-30,1999-12-30,22.9,77,218,NA,3,no,1,0,0,0.2,2,0,65000,15,1,1,0,0,0,500,6,55,60,1,781,500,2,41,12,N 38'05.177  W 121'30.978 N38'04.948  W 121'30.808
525,NA,C70062,2001-08-24,NA,Day,12,99,flood,1999-12-30,1999-12-30,24,46,668,NA,2,no,4,0,0,0.03,3,6,20000,2,6,2,0,0,0,500,6,20,60,1,795,500,2,101,10,N 38'00.145  W 121' 26.721 N38'00.049 W 121' 26.892
526,NA,N32742,2001-09-04,NA,Day,18,12,ebb,1999-12-30,1999-12-30,21.9,NA,232,NA,4,no,1,0,0,0.07,2,3,89700,10,4,2,0,0,0,500,8,58,60,1,243,140,4,18,5,"Start: N 38 16.348, W 121 40.057  Finish: N 38 16.281, W 121 40.104"
527,NA,N32752,2001-09-04,NA,Day,18,12,ebb,1999-12-30,1999-12-30,21.9,NA,232,NA,4,no,1,0,0,0.07,2,3,89700,10,5,2,1,3,0,500,8,58,60,1,368,360,4,27,4,"Start: N 38 16.281, W 121 40.104  Finish: N 38 16.101, W 121 40.198"
528,NA,C56611,2001-09-05,NA,Day,11,7,ebb,1999-12-30,1999-12-30,23.1,NA,834,NA,3,no,1,0,0,0.21,2,0,58000,5,1,1,0,0,0,500,6,20,60,1,740,500,3,53,8,"Start: N 38 01.553, W 121 34.773  Finish: N 38 01.305, W 121 34.854"
529,NA,C30542,2001-09-06,NA,Day,12,18,ebb,1999-12-30,1999-12-30,22.9,99,385,NA,2,yes,4,0,0,0.13,5,8,4620,5,4,2,0,0,0,500,7,50,60,1,725,500,3,140,12,"Start: N 38 03.501, W 121 32.242  Finish: N 38 03.621, W 121 32.122"
530,NA,E55931,2001-09-14,NA,Day,12,99,ebb,1999-12-30,1999-12-30,20.7,77,225,NA,3,no,1,0,0.08,0.28,3,1,71000,2,3,1,0,0,0,500,6,55,60,1,658,500,2,161,8,"Start: N 38 05.655, W 121 29.595  Finish: N 38 05.848, W 121 29.623"
531,NA,C19342,2001-09-17,NA,Day,12,99,ebb,1999-12-30,1999-12-30,20.4,56,319,NA,1,yes,4,0.19,0.18,0.22,4,0,104100,10,4,2,0,0,0,500,6,60,60,1,874,500,3,207,10,"Start: N 38 06.335, W 121 36.120  Finish: N 38 06.321, W 121 35.794"
532,NA,E79052,2001-09-18,NA,Day,12,99,ebb,1999-12-30,1999-12-30,22.5,60,253,NA,4,no,1,0,0,0.02,3,2,68500,2,5,2,4,0,0,500,6,50,60,1,611,500,2,117,12,START:N 38'02.154 W 121'23.122 FINISH: N 38'02.158 W 121'22.778
533,NA,E79162,2001-09-18,NA,Day,12,99,ebb,1999-12-30,1999-12-30,23.4,54,249,NA,4,no,1,0,0,0.01,2,10,75900,10,6,2,4,0,0,500,6,50,60,1,554,500,2,143,11,START: N 38'01.978 W 121'22.568 FINISH: N 38'01.966 W 121'22.233
534,NA,S71751,2001-09-19,NA,Day,12,99,ebb,1999-12-30,1999-12-30,22.4,46,703,NA,2,yes,1,0,0,0.18,2,2,57800,5,5,1,3,1,0,500,6,20,60,1,524,500,2,50,9,"Start: 37 53.210, 121 19.867        Finish: 37 52.945, 121 19.914"
535,NA,N47851,2001-09-20,NA,Day,18,12,ebb,1999-12-30,1999-12-30,20.8,69,183,NA,3,no,1,0,0,0.06,2,5,54500,7,5,1,4,0,0,500,6,70,60,1,565,500,1,106,12,"Start: N 38 14.290, W 121 29.916  Finish: N 38 14.060, W 121 30.070"
536,NA,E48641,2001-09-21,NA,Day,18,12,ebb,1999-12-30,1999-12-30,20.9,79,216,NA,4,no,1,0,0,0.03,3,0,64800,15,4,1,0,0,0,500,6,60,60,1,465,500,2,234,10,"Start: N 38 08.380, W 121 29.234  Finsh: N 38 08.315, W 121 28.923"
537,NA,S73851,2001-09-25,NA,Day,12,11,ebb,1999-12-30,1999-12-30,20.9,45,713,NA,2,yes,1,0.16,0.26,0.55,2,15,50900,5,5,1,3,1,0,500,6,15,60,1,357,400,3,228,10,"First                                                      Start: N 37 50.045, W 121 18.847  Finsh: N 37 50.105, W 121 18.940   Second                                                Start: N 37 50.187, W 121 18.980  Finish: N 37 50.245, W 121 18.999"
538,NA,S73812,2001-09-25,NA,Day,12,11,ebb,1999-12-30,1999-12-30,20.9,45,713,NA,2,yes,1,0.16,0.26,0.55,2,15,50900,5,1,2,0,0,0,500,6,15,60,1,115,100,3,139,10,"Start: N 37 50.105, W 121 18.940  Finish: N 37 50.187, W 121 18.980"
539,NA,C69232,2001-09-26,NA,Day,12,11,flood,1999-12-30,1999-12-30,20.4,78,893,NA,2,yes,4,0,0,0.01,2,1,53500,5,3,2,0,0,0,500,6,20,60,1,341,270,2,82,7,START: N38'00.076 W121'34.744 FINISH: N37'59.953 W121'34.690
540,NA,C69243,2001-09-26,NA,Day,12,18,flood,1999-12-30,1999-12-30,20.4,78,893,NA,2,yes,4,0,0,0.01,2,2,53500,10,4,3,0,0,0,500,6,20,60,1,329,230,2,71,10,START: N37'59.963 W121'34.690 FINISH: N37'59.954 W121'34.531
541,NA,W15453,2001-09-27,NA,Day,12,18,ebb,1999-12-30,1999-12-30,20.7,33,269,NA,2,yes,1,0,0,0.2,2,0,64300,15,5,3,0,0,4,500,6,30,60,1,574,500,2,50,7,START; N38'08.405 W121'41.933 FINISH: N 38'08.328 W121'41.722
542,NA,W21862,2001-09-27,NA,Day,18,12,flood,1999-12-30,1999-12-30,19.9,46,821,NA,2,no,1,0,0,0.03,2,2,44300,15,6,2,0,0,0,500,6,19,60,1,314,280,2,193,9,START:N38'03.913 W121'38.931 FINISH: N38'03.810 W121'38.932 START:N38'03.730 W121'38.930 FINISH:N38'03.670 W121'38.926
543,NA,W21831,2001-09-27,NA,Day,18,12,flood,1999-12-30,1999-12-30,19.9,46,821,NA,2,no,1,0,0,0.03,2,4,44300,15,3,1,0,0,0,500,6,19,60,1,207,130,2,97,9,START:N38'03.810 W121'38.932 FINISH: N38'03.730 W121'38.930
544,NA,S17262,2001-09-28,NA,Day,12,99,ebb,1999-12-30,1999-12-30,21.6,26,912,NA,3,no,4,0,0,0.14,1,5,87200,10,6,2,0,0,0,500,6,20,60,1,469,500,2,81,12,START:N37'55.040 W121'.36.181 FINISH:37'54.984 W121'36.223
545,NA,S16411,2001-10-02,NA,Day,12,8,ebb,1999-12-30,1999-12-30,21.6,39,696,NA,2,yes,1,0.2,0.18,0.48,3,0,2970,5,1,1,0,0,0,500,6,20,60,1,582,500,2,147,10,"Start: N 37 56.706, W 121 20.481  Finish: N 37 56.538, W 121 20.730"
546,NA,C04142,2001-10-03,NA,Day,8,99,ebb,1999-12-30,1999-12-30,21.5,74,436,NA,2,yes,4,0,0,0,3,1,51300,5,4,2,0,0,0,500,6,40,60,1,854,500,2,90,6,"Start: N 37 57.961, W 121 31.849  Finish: N 37 58.182, W 121 31.653"
547,NA,E58062,2001-10-04,NA,Day,8,18,ebb,1999-12-30,1999-12-30,21.1,89,315,NA,4,no,4,0,0,0.37,2,4,56500,15,6,2,0,0,0,500,6,50,60,1,545,500,4,176,8,"Start: N 38 05.117, W 121 25.005 Finish: N 38 05.130, W 121 25.023"
548,NA,N40411,2001-10-05,NA,Day,12,8,ebb,1999-12-30,1999-12-30,18.9,29,189,NA,2,yes,1,0.08,0,0.24,4,1,40400,15,1,1,0,0,0,500,7,80,60,1,621,500,4,54,9,START: N38'14.853 W121'39.991 FINISH: N38'14.869 W121'40.000
549,NA,W19511,2001-10-09,NA,Day,8,12,flood,1999-12-30,1999-12-30,18.8,68,1013,NA,1,yes,1,0.35,0.3,0.46,3,1,63600,25,1,1,0,0,0,500,8,20,60,1,778,500,5,13,3,START: N38'23.844 W121'39.317 FINISH: N38'26.470 W121'37.780
550,NA,N04311,2001-10-10,NA,Day,12,8,flood,1999-12-30,1999-12-30,18.9,94,164,NA,2,yes,1,0.05,0.03,0.15,3,1,42700,0,1,1,0,0,0,500,6,80,60,1,649,500,2,134,8,START: N38'19.203 W121'34.702 FINISH: N38'19.541 W121'34.615 JUMPED 140M DUE TO FISHERMAN ALONG SITE AREA. TOTAL DISTANCE FROM START TO FINISH WITH JUMP INCLUDED WAS 640M
551,NA,E08112,2001-10-15,NA,Day,11,8,ebb,1999-12-30,1999-12-30,19.6,45,265,NA,2,no,1,0.05,0,0.06,2,1,31300,0,1,2,0,0,0,500,6,40,60,1,618,500,3,350,8,START: N37'59.016 W121'18.653 FINISH: N37'58.831 W121'18.892
552,NA,E73452,2001-10-16,NA,Day,8,12,ebb,1999-12-30,1999-12-30,19.3,55,300,NA,4,no,1,0,0,0,2,15,3700,0,5,2,4,0,0,500,6,40,60,1,610,500,2,429,12,START: N38'02.593 W121'22.886 FINISH: N38'02.593 W121'22.541
553,NA,S24262,2001-10-17,NA,Day,12,8,ebb,1999-12-30,1999-12-30,19.4,86,508,NA,2,yes,4,0.02,0.01,0.23,3,0,55100,0,6,2,0,0,0,500,6,30,60,1,1004,415,2,153,10,START: N37'54.829 W121'31.182 FINISH: N37'54.815 W121'31.121
554,NA,W27862,2001-10-18,NA,Day,8,12,ebb,1999-12-30,1999-12-30,17,70,6380,NA,6,no,4,0,0,0,2,0,52900,5,6,2,0,0,0,500,8,50,60,1,849,500,5,17,5,START: N38'02.558 W121'48.553 FINISH: N38'02.507 W121'48.890
555,NA,C43342,2001-10-19,NA,Day,12,8,flood,1999-12-30,1999-12-30,18.2,72,787,NA,6,no,4,0,0,0.01,3,2,26400,0,4,2,0,0,0,500,7,20,60,1,810,500,2,87,7,START:N38'02.088 W121'35.048 FINISH: N38'01.872 W121'34.966
556,NA,E04132,2001-10-22,NA,Day,8,12,flood,1999-12-30,1999-12-30,18.3,52,622,NA,4,no,1,0,0,0,2,0,30800,0,3,2,0,0,0,500,6,20,60,1,796,500,3,180,9,START:N38'00.106 W121'22.297 FINISH: N37'59.852 W121'22.373
557,NA,S44931,2001-10-24,NA,Day,12,8,flood,1999-12-30,1999-12-30,18.1,75,538,NA,2,yes,1,0.06,0.01,0.12,2,7,4060,5,3,1,0,0,0,500,6,40,60,1,648,500,2,261,13,START:N37'52.374 W121'31.516 FINISH: N 37'52.501 W121'31.216
558,NA,C86862,2001-10-25,NA,Day,8,12,flood,1999-12-30,1999-12-30,18.3,65,688,NA,3,no,1,0,0,0.09,2,2,53300,0,6,2,0,0,0,500,6,20,60,1,678,500,3,203,12,START: N37'59.984 W121'27.104 FINISH:N37'59.715 W121'27.159
559,NA,C87932,2001-10-26,NA,Day,12,8,flood,1999-12-30,1999-12-30,17.2,55,665,NA,3,no,1,0,0,0.12,3,2,28300,5,3,2,0,0,0,500,7,20,60,1,490,500,3,154,11,START:N38'00.772 W121'27.304 FINISH:N38'00.626 W121'27.022
560,NA,N21211,2001-11-01,NA,Day,8,12,ebb,1999-12-30,1999-12-30,16.2,99,191,NA,3,no,1,0.09,0.16,0.44,4,0,43000,3,1,1,0,0,0,500,6,75,60,1,761,500,4,118,8,START:N38'15.581 W12135.694 FINISH:N38'15.329 W121'35.796
561,NA,E44311,2001-11-02,NA,Day,8,12,ebb,1999-12-30,1999-12-30,16.6,97,231,NA,4,no,1,0.01,0,0.06,2,9,14770,3,1,1,0,0,0,500,6,40,60,1,469,500,1,610,9,START:N38'10.113 W131'27.949 FINISH:N38'10.149 W121'27.620
562,NA,S33611,2001-11-05,NA,Day,12,8,ebb,1999-12-30,1999-12-30,17.3,96,494,NA,2,yes,1,0,0,0.35,4,0,59700,10,1,1,0,0,0,500,6,30,60,1,218,280,3,36,6,START:N37'54.192 W121'30.200 FINISH:N37'54.181 W121'30.007
563,NA,S33641,2001-11-05,NA,Day,12,8,ebb,1999-12-30,1999-12-30,17.3,96,494,NA,2,yes,1,0,0,0.35,3,0,59700,10,4,1,0,0,0,500,6,30,60,1,339,220,3,18,4,START:N37'54.181 W121'30.007 FINISH:N37'54.195 W121'29.860
564,NA,C55042,2001-11-06,NA,Day,8,12,ebb,1999-12-30,1999-12-30,17.2,99,548,NA,2,yes,1,0,0,0.15,4,0,85200,10,4,2,0,0,0,500,6,30,60,1,723,500,2,56,5,START:N38'02.057 W121'34.302 FINISH:N38'01.793 W121'34.295
565,NA,E53011,2001-11-07,NA,Day,12,18,flood,1999-12-30,1999-12-30,15.8,98,189,NA,2,yes,1,0,0,0.08,2,0,39700,10,1,1,0,0,0,500,6,75,60,1,160,160,3,51,7,START:N38'08.443 W121'30.134 FINISH: N38'08.474 W121'30.238
566,NA,E53042,2001-11-07,NA,Day,12,18,flood,1999-12-30,1999-12-30,15.8,98,189,NA,2,yes,1,0,0,0.08,2,0,39700,10,4,2,0,0,0,500,6,75,60,1,378,320,3,110,10,"START: N38 08.441, W 121 30.023  FINISH: N 38 08.443, W 121 30.134 START: N 38 08.474, W 121 30.238 FINISH: N 38 08.413, W 121 30.206"
567,NA,W55562,2001-11-08,NA,Day,8,12,flood,1999-12-30,1999-12-30,15.6,79,840,NA,3,no,1,0,0,0,2,3,35600,5,6,2,0,0,0,500,6,20,60,1,829,500,2,42,6,"START: N 38 01.044, W 121 39.054  FINISH: N 38 00.886, W 121 38.782"
568,NA,C95511,2001-11-09,NA,Day,8,12,flood,1999-12-30,1999-12-30,16,70,577,NA,1,yes,1,0,0,0.11,2,4,38700,5,1,1,0,0,0,500,6,35,60,1,823,500,2,184,8,"START: N 37 59.660, W 121 25.528  FINISH: N 37 59.666, W 121 25.000  WENT AROUND FISHERMAN FOR 280 METERS"
569,NA,E65142,2001-11-13,NA,Day,8,12,flood,1999-12-30,1999-12-30,15.8,99,294,NA,3,no,4,0,0,0.22,4,1,17900,5,4,2,0,0,0,500,6,50,60,1,718,500,2,176,11,"START: N 38 03.004, W 121 27.966  FINISH: N 38 02.974, W 121 27.972"
570,NA,C70132,2001-11-13,NA,Day,12,8,ebb,1999-12-30,1999-12-30,15.7,61,584,NA,3,no,4,0,0,0.09,3,1,20500,10,3,2,0,0,0,500,6,30,60,1,567,500,3,1093,8,"START: N 38 00.073, W 121 26.764 FINISH: N 38 00.316, W 121 26.615"
571,NA,S71411,2001-11-14,NA,Day,12,8,ebb,1999-12-30,1999-12-30,15.2,58,660,NA,2,yes,1,0.13,0.3,0.42,4,8,39400,0,1,1,0,0,0,500,6,40,60,1,804,500,3,269,13,"START: N 37 52.420, W 121 19.875 FINISH: N 37 52.688, W 121 19.924"
572,NA,W37642,2001-11-15,NA,Day,8,12,ebb,1999-12-30,1999-12-30,16.2,75,1759,NA,1,yes,1,0.03,0,0.03,3,0,9870,2,4,2,0,0,0,500,7,28,60,1,812,500,3,90,7,START:N38'02.696 W121'42.828 FINISH:N38'02.580 W121'43.138
573,NA,N51552,2001-11-16,NA,Day,11,12,ebb,1999-12-30,1999-12-30,15,99,227,NA,2,yes,1,0.11,0.26,0.42,2,10,40600,0,5,2,0,4,0,500,6,60,60,1,404,270,2,50,7,START:N38'14.325 W121'36.211 FINISH:N38'14.058 W121'36.210
574,NA,N51551,2001-11-16,NA,Day,11,12,ebb,1999-12-30,1999-12-30,15,99,227,NA,2,yes,1,0.11,0.26,0.42,3,25,40600,0,5,1,4,0,0,500,6,60,60,1,349,230,2,24,4,START:N38'14.325 W121'36.211 FINISH:N38'14.203 W121'36.232
575,NA,E26962,2001-11-19,NA,Day,12,8,flood,1999-12-30,1999-12-30,15,81,233,NA,4,no,4,0.2,0.05,0.33,2,26,6420,5,6,2,2,2,0,500,6,60,60,1,719,500,2,304,13,START:N38'16.175 W121'29.875  FINISH:N38'16.118 W121'29.809
576,NA,C61952,2001-11-20,NA,Day,8,12,ebb,1999-12-30,1999-12-30,15.4,99,519,NA,3,no,4,0,0,0,2,25,9930,0,5,2,0,4,0,500,6,35,60,1,754,500,2,102,5,"START: N 38 00.873, W 121 33.639  FINISH: N 38 01.049, W 121 33.977"
577,NA,S22562,2001-11-27,NA,Day,12,8,ebb,1999-12-30,1999-12-30,12,81,439,NA,6,no,1,0,0,0.03,2,0,78900,10,6,2,0,0,0,500,6,38,60,1,667,500,3,90,6,"START: N 37 54.893, W 121 31.055 FINISH: N 37 54.854, W 121 31.392"
578,NA,C52511,2001-12-03,NA,Day,8,12,flood,1999-12-30,1999-12-30,11.2,45,751,NA,2,yes,1,0,0,0.06,2,2,17430,15,1,1,0,0,0,500,6,30,60,1,672,500,3,35,7,SATRT: N38'02.090 W121'34.147 FINISH: N38'02.357 W121'34.127
579,NA,C52211,2001-12-03,NA,Day,12,8,ebb,1999-12-30,1999-12-30,11.4,48,744,NA,2,yes,1,0.05,0.04,0.23,3,0,1830,5,1,1,0,0,0,500,6,20,60,1,596,500,2,73,8,START: N38'02.828 W121'34.800 FINISH: N38'02.669 W121'34.586
580,NA,N36751,2001-12-04,NA,Day,12,8,ebb,1999-12-30,1999-12-30,9.7,21,183,NA,1,yes,1,0.71,0.74,0.57,10,4,25300,5,5,1,1,3,0,500,5,100,60,1,781,500,5,79,12,START: N38'14.786 W121' 30.651 FINISH: N38'14.562 W121'30.836
581,NA,S61961,2001-12-05,NA,Day,8,12,flood,1999-12-30,1999-12-30,10.2,49,831,NA,6,yes,4,0,0,0.05,1,35,12100,15,6,1,2,2,0,500,6,25,60,1,723,500,3,201,9,START: N37'49.153 W121'32.293 FINISH: N37'49.150 W121'32.647
582,NA,W39752,2001-12-06,NA,Day,12,8,ebb,1999-12-30,1999-12-30,10.7,50,1140,NA,3,no,1,0,0,0.01,6,3,7850,5,5,2,4,0,0,500,8,25,60,1,694,500,5,44,7,"START: N 38 01.894, W 121 49.080 FINISH: N 38 01.717, W 121 48.828"
583,NA,E10152,2001-12-07,NA,Day,8,12,flood,1999-12-30,1999-12-30,11,26,574,NA,4,no,1,0,0,0,2,25,5640,5,5,2,2,2,0,500,6,35,60,1,905,500,2,355,13,"START: N 37 57.618, W 121 20.216 FINISH: N 37 57.514, W 121 20.661"
584,NA,E76342,2001-12-10,NA,Day,12,8,flood,1999-12-30,1999-12-30,9.9,78,448,NA,3,no,4,0,0,0.09,13,0,24200,10,4,2,0,0,0,500,6,40,60,1,168,250,1,3,2,"START: N 38 02.494, W 121 26.101 FINISH: N 38 02.501, W 121 25.957"
585,NA,E76362,2001-12-10,NA,Day,12,8,flood,1999-12-30,1999-12-30,9.9,78,448,NA,3,no,4,0,0,0,1,4,24200,10,6,2,0,0,0,500,6,40,60,1,440,250,4,47,3,"START: N 38 02.501, W 121 25.957 FINISH: N 38 02.537, W 121 26.016"
586,NA,N43012,2001-12-11,NA,Day,8,12,flood,1999-12-30,1999-12-30,10.1,17,574,NA,1,yes,1,0,0,0.45,2,1,56600,15,1,2,0,0,0,500,6,25,60,1,917,500,4,114,7,"START: N 38 19.321, W 121 39.064 FINISH: N 38 19.056, W 121 39.132"
587,NA,E78331,2001-12-12,NA,Day,12,8,ebb,1999-12-30,1999-12-30,8.9,41,238,NA,4,no,1,0,0,0,3,18,18800,0,3,1,0,0,0,500,5,50,60,1,595,500,2,441,6,"START: N 38 02.145, W 121 22.878 FINISH: N 38 02.147, W 121 23.210"
588,NA,S78911,2001-12-13,NA,Day,12,8,ebb,1999-12-30,1999-12-30,10,49,876,NA,2,yes,1,0.08,0.07,0.28,3,8,25800,10,1,1,0,0,0,500,6,30,60,1,610,500,2,1883,11,"START: N 37 50.588, W 121 18.984 FINISH: N 37 49.148, W 121 20.995"
589,NA,W48152,2001-12-18,NA,Day,12,8,ebb,1999-12-30,1999-12-30,10.3,37,689,NA,2,yes,4,0,0,0.24,6,6,37200,2,5,2,0,0,4,500,8,25,60,1,572,500,4,17,4,START: N 38'01.384 W121'46.493 FINISH: N38'01.512 W121'46.190
590,NA,C37661,2001-12-19,NA,Day,12,8,ebb,1999-12-30,1999-12-30,9.5,44,536,NA,3,no,4,0,0,0,2,4,6630,1,6,1,3,1,0,500,6,40,60,1,530,500,3,18,4,START: N38'02.785 W121'38.708 FINISH: N38'02.570 W121'38.913
591,NA,E62011,2001-12-21,NA,Day,8,12,flood,1999-12-30,1999-12-30,8.5,99,362,NA,3,no,1,0,0,0,2,1,10380,3,1,1,0,0,0,500,6,55,60,1,620,500,1,1378,5,START: N38'05.083 W121'25.516 FINISH: N38'05.086 W121'25.863
592,NA,S09662,2001-12-27,NA,Day,8,12,ebb,1999-12-30,1999-12-30,9.5,26,1076,NA,3,no,1,0,0,0,2,12,6220,7,6,2,1,3,0,500,6,19,60,1,685,500,2,391,10,START: N37'56.455 W121'21.841 FINISH: N37'56.555 W121'22.156
593,NA,C11142,2001-12-31,NA,Day,8,12,ebb,1999-12-30,1999-12-30,10.1,46,386,NA,2,yes,4,0,0,0.13,4,2,7410,3,4,2,0,0,0,500,6,40,60,1,651,500,2,41,6,START: N37'56.521 W121'33.669 FINISH: N37'56.676 W121'33.560
594,NA,W05541,2002-01-03,NA,Day,12,8,ebb,1999-12-30,1999-12-30,10.9,24,208,NA,1,yes,1,0.08,0.22,0.26,2,12,21000,10,4,1,0,0,0,500,6,70,60,1,774,500,3,18,8,START: N38'06.709 W121'41.983 FINISH: N38'06.897 W121'41.801
595,NA,C45462,2002-01-04,NA,Day,8,12,ebb,1999-12-30,1999-12-30,10.6,57,422,NA,3,no,4,0,0,0.03,1,1,8330,0,6,2,0,0,0,500,6,40,60,1,768,500,1,183,9,START: N38'01.854 W121'29.879 FINISH: N38'01.676 W121'29.930
596,NA,E35652,2002-01-07,NA,Day,8,12,ebb,1999-12-30,1999-12-30,10,54,143,NA,2,yes,1,0.12,0.18,0.17,5,25,8150,0,5,2,1,3,0,500,5,100,60,1,764,500,5,23,8,START: N38'14.570 W121'28.966 FINISH: N38'14.398 W121'29.231
597,NA,S59342,2002-01-08,NA,Day,12,8,flood,1999-12-30,1999-12-30,10.9,54,518,NA,2,yes,1,0.18,0.18,0.28,3,0,31000,0,4,2,0,0,0,500,6,39,60,1,200,200,4,36,4,"START: N 37 49.511, W 121 33.078 FINISH: N 37 49.406, W 121 33.113"
598,NA,S59311,2002-01-08,NA,Day,12,8,flood,1999-12-30,1999-12-30,11.5,19,462,NA,2,yes,1,0,0.04,0.13,2,1,18800,0,1,1,0,0,0,500,6,38,60,1,337,300,2,154,10,"START: N 37 49.279, W 121 33.004 FINISH: N 37 49.406, W 121 33.113"
599,NA,N45552,2002-01-09,NA,Day,8,12,flood,1999-12-30,1999-12-30,10.7,20,169,NA,3,no,4,0.28,0.08,0.63,8,4,4980,5,5,2,1,3,0,500,6,100,60,1,344,200,4,11,7,"START: N 38 13.974, W 121 40.239 FINISH: N 38 13.943, W 121 40.182"
600,NA,N45542,2002-01-09,NA,Day,8,12,flood,1999-12-30,1999-12-30,10.7,20,169,NA,3,no,4,0.28,0.08,0.63,5,0,4980,5,4,2,0,0,0,500,6,100,60,1,464,300,3,20,7,"START: N 38 13.943, W 121 40.182 FINISH: N 38 13.921, W 121 40.330"
601,NA,C95511,2002-01-11,NA,Day,12,8,ebb,1999-12-30,1999-12-30,11.6,48,369,NA,1,yes,1,0,0,0.08,3,4,8750,2,1,1,0,0,0,500,6,40,60,1,647,500,2,137,7,"START: N 37 59.658, W 121 25.515  FINISH: N 37 59.664, W 121 25.192"
602,NA,E20644,2002-01-14,NA,Day,8,18,ebb,1999-12-30,1999-12-30,10.5,43,298,NA,4,no,4,0,0,0.18,1,10,7560,2,4,4,0,0,0,500,6,60,60,1,157,130,5,17,4,"START: N 38 16.192, W 121 29.866 FINISH: N 38 16.123, W 121 29.885"
603,NA,E20654,2002-01-14,NA,Day,8,18,ebb,1999-12-30,1999-12-30,10.5,43,298,NA,4,no,4,0,0,0.18,2,50,7560,2,5,4,0,4,0,500,6,60,60,1,461,370,5,38,5,"START: N 38 16.123, W 121 29.885 FINISH: N 38 16.002, W 121 29.870"
604,NA,N66751,2002-01-15,NA,Day,12,8,ebb,1999-12-30,1999-12-30,10,23,184,NA,2,yes,1,0.48,0.33,0.71,10,15,46000,20,3,1,0,4,0,500,6,100,60,1,485,350,5,14,6,"START:N 38 12.560, W 121 33.437 FINISH:N 38 12.427, W 121 33.443"
605,NA,N66752,2002-01-15,NA,Day,12,8,ebb,1999-12-30,1999-12-30,10,23,184,NA,2,yes,1,0.48,0.33,0.71,10,10,46000,20,5,2,0,4,0,500,6,100,60,1,213,150,5,5,2,"START: N 38 12.427, W 121 33.443 FINISH: N 38 12.289, W 121 33.430"
606,NA,C36011,2002-01-16,NA,Day,8,12,ebb,1999-12-30,1999-12-30,9.9,35,234,NA,3,no,4,0,0,0.26,1,5,32000,5,1,1,0,0,0,500,6,60,60,1,392,230,2,9,4,"START: N 38 02.827, W 121 38.717 FINISH: N 38 02.721, W 121 38.801"
